id,name,region,winner2019,age_under_25,age_25_34,age_35_49,age_50_64,age_over_65,immigrant,white,religion_christian,religion_islam,religion_hindu,religion_other,base_con,base_lab,base_ld,base_ref,base_grn,base_snp,base_pc,base_min
E14001589,Wirral West,NW,Lab,9.2%,10.6%,20.0%,26.6%,33.6%,4.7%,96.3%,60.9%,0.5%,0.4%,0.7%,0.505,1.374,-1.188,-0.262,-1.184,,,
E14001590,Witham,E,Con,10.5%,14.8%,22.8%,25.0%,26.9%,6.5%,94.5%,48.7%,0.6%,0.5%,1.0%,0.868,0.767,-0.632,0.287,-0.744,,,-2.343
E14001591,Witney,SE,Con,10.7%,16.0%,23.8%,25.4%,24.2%,10.6%,94.8%,50.9%,0.8%,0.3%,1.0%,0.830,0.422,0.702,-0.111,-1.538,,,-2.737
E14001592,Woking,SE,Con,10.9%,16.5%,28.5%,23.3%,20.8%,24.2%,78.5%,47.6%,9.4%,2.4%,1.6%,0.640,0.251,1.066,-0.483,-1.427,,,-2.247
E14001593,Wokingham,SE,Con,10.3%,13.5%,27.8%,25.1%,23.3%,15.7%,86.4%,48.0%,2.4%,3.0%,2.2%,0.732,0.248,0.963,-0.357,-1.307,,,
E14001594,Wolverhampton North East,WM,Con,13.1%,17.4%,23.9%,24.0%,21.5%,16.3%,72.5%,48.6%,3.1%,1.5%,8.3%,0.626,1.206,-1.831,0.309,-1.329,,,
E14001595,Wolverhampton South East,WM,Lab,13.8%,18.8%,26.4%,22.4%,18.6%,20.9%,63.2%,41.7%,5.4%,3.5%,13.2%,0.246,1.285,-1.665,0.339,-1.085,,,-1.877
E14001596,Wolverhampton West,WM,Con,13.1%,16.1%,25.2%,23.4%,22.2%,25.4%,55.3%,41.7%,8.2%,4.7%,16.1%,0.572,1.290,-1.730,-0.078,-1.347,,,-1.738
E14001597,Worcester,WM,Con,14.7%,17.0%,23.4%,23.5%,21.4%,12.8%,90.0%,48.9%,4.1%,0.4%,1.0%,0.516,1.195,-1.027,-0.112,-0.455,,,-2.248
E14001598,Worsley and Eccles,NW,Lab,11.4%,18.7%,24.7%,24.1%,21.1%,11.1%,88.9%,54.5%,3.7%,0.7%,1.0%,0.240,1.334,-1.139,0.131,-1.108,,,-1.955
E14001599,Worthing West,SE,Con,9.4%,13.4%,21.3%,24.3%,31.6%,10.9%,92.6%,46.8%,1.4%,0.5%,1.6%,0.760,1.056,-0.733,0.051,-0.884,,,-2.412
E14001600,Wycombe,SE,Con,13.2%,18.4%,27.8%,22.7%,18.0%,24.9%,64.8%,40.4%,18.2%,2.5%,2.2%,0.576,1.137,-0.412,-0.265,-0.975,,,-1.436
E14001601,Wyre Forest,WM,Con,10.1%,13.3%,20.6%,25.6%,30.4%,5.0%,95.9%,53.3%,1.0%,0.1%,1.0%,0.834,0.894,-0.971,0.269,-0.788,,,-2.351
E14001602,Wythenshawe and Sale East,NW,Lab,11.7%,18.7%,27.7%,22.9%,18.9%,16.8%,80.1%,47.8%,5.3%,1.7%,1.3%,0.080,1.398,-1.118,-0.106,-0.811,,,-1.688
E14001603,Yeovil,SW,Con,10.5%,14.6%,20.9%,24.7%,29.3%,9.7%,95.8%,52.0%,0.5%,0.2%,0.9%,0.701,-0.209,1.045,-0.053,-1.142,,,-2.848
E14001604,York Central,Y,Lab,27.0%,17.9%,20.3%,18.7%,16.0%,14.3%,90.3%,37.5%,1.6%,0.6%,1.7%,-0.106,1.484,-1.060,-0.503,-0.530,,,-2.139
E14001605,York Outer,Y,Con,10.7%,11.5%,22.0%,25.5%,30.3%,6.7%,95.7%,51.4%,0.8%,0.4%,1.0%,0.649,1.108,0.008,-0.272,-1.611,,,-2.508
S14000006,"Ayr, Carrick and Cumnock",S,SNP,10.8%,12.0%,19.3%,27.7%,30.1%,4.0%,96.0%,41.0%,0.0%,0.0%,0.0%,0.390,0.854,-0.903,-0.723,-1.694,0.695,,-2.623
S14000008,"Berwickshire, Roxburgh and Selkirk",S,Con,9.4%,11.8%,18.8%,28.2%,31.8%,6.0%,94.0%,37.0%,0.0%,0.0%,0.0%,0.846,0.169,-0.389,-0.771,-2.031,0.740,,-2.673
S14000010,Central Ayrshire,S,SNP,9.6%,13.3%,20.5%,27.7%,28.9%,4.0%,96.0%,41.0%,0.0%,0.0%,0.0%,0.171,0.966,-1.330,-0.695,-1.430,0.714,,-2.331
S14000021,East Renfrewshire,S,SNP,11.3%,11.3%,23.8%,26.3%,27.5%,8.0%,92.0%,46.0%,5.0%,1.0%,3.0%,0.255,0.921,-0.490,-0.973,-1.721,0.618,,-2.412
S14000027,Na h-Eileanan an Iar,S,SNP,8.2%,10.6%,20.0%,29.4%,31.8%,4.0%,96.0%,63.0%,0.0%,0.0%,0.0%,0.125,0.741,-0.364,-0.714,,0.788,,-1.256
S14000040,Kilmarnock and Loudoun,S,SNP,10.8%,14.5%,21.7%,27.7%,25.3%,3.0%,97.0%,38.0%,1.0%,0.0%,0.0%,-0.209,1.007,-1.223,-0.766,-1.478,0.862,,-2.365
S14000045,Midlothian,S,SNP,11.0%,15.9%,24.4%,25.6%,23.2%,8.0%,92.0%,32.0%,1.0%,0.0%,0.0%,-0.289,1.221,-0.990,-0.828,,0.663,,-2.282
S14000048,North Ayrshire and Arran,S,SNP,10.6%,11.8%,20.0%,28.2%,29.4%,4.0%,96.0%,44.0%,0.0%,0.0%,0.0%,0.087,0.862,-0.878,-0.752,-1.334,0.819,,-2.422
S14000051,Orkney and Shetland,S,LD,9.6%,13.3%,21.7%,27.7%,27.7%,5.0%,95.0%,34.0%,0.0%,0.0%,1.0%,-0.673,-0.065,1.140,-0.564,-0.572,0.290,,
S14000058,West Aberdeenshire and Kincardine,S,Con,9.9%,11.1%,24.7%,28.4%,25.9%,8.0%,92.0%,34.0%,1.0%,0.0%,0.0%,0.586,0.202,0.053,-0.631,-1.909,0.757,,-2.691
S14000060,Aberdeen North,S,SNP,13.4%,17.1%,24.4%,23.2%,22.0%,19.0%,81.0%,30.0%,3.0%,1.0%,0.0%,-0.110,0.730,-0.791,-0.485,-1.184,0.916,,-2.018
S14000061,Aberdeen South,S,SNP,17.6%,18.8%,23.5%,21.2%,18.8%,23.0%,78.0%,31.0%,3.0%,1.0%,1.0%,0.219,0.689,-0.539,-0.877,-1.025,0.811,,-2.257
S14000062,Aberdeenshire North and Moray East,S,Con,10.7%,13.1%,21.4%,27.4%,27.4%,7.0%,93.0%,36.0%,0.0%,0.0%,0.0%,0.608,0.334,-0.868,-0.219,,0.877,,
S14000063,Airdrie and Shotts,S,SNP,12.2%,15.9%,23.2%,26.8%,22.0%,5.0%,95.0%,56.0%,2.0%,0.0%,0.0%,-0.565,1.274,-1.511,-0.755,,0.707,,-2.148
S14000064,Alloa and Grangemouth,S,SNP,10.8%,14.5%,22.9%,27.7%,24.1%,5.0%,95.0%,36.0%,1.0%,0.0%,0.0%,-0.352,0.932,-1.410,-0.533,-1.058,0.837,,-1.822
S14000065,Angus and Perthshire Glens,S,SNP,9.4%,11.8%,20.0%,28.2%,30.6%,7.0%,93.0%,38.0%,0.0%,0.0%,0.0%,0.610,0.200,-0.755,-0.581,,1.047,,-2.974
S14000066,Arbroath and Broughty Ferry,S,SNP,10.7%,13.1%,21.4%,26.2%,28.6%,6.0%,94.0%,35.0%,1.0%,0.0%,0.0%,-0.016,0.765,-0.589,-0.765,,0.978,,-1.948
S14000067,"Argyll, Bute and South Lochaber",S,SNP,9.4%,10.6%,18.8%,29.4%,31.8%,6.0%,94.0%,43.0%,0.0%,0.0%,1.0%,0.486,0.260,-0.172,-0.572,,0.953,,-2.750
S14000068,Bathgate and Linlithgow,S,SNP,11.1%,14.8%,24.7%,27.2%,22.2%,8.0%,92.0%,39.0%,1.0%,0.0%,0.0%,-0.277,1.050,-0.834,-0.645,-0.974,0.637,,-2.025
S14000069,"Caithness, Sutherland and Easter Ross",S,SNP,9.5%,11.9%,20.2%,28.6%,29.8%,5.0%,95.0%,37.0%,0.0%,0.0%,0.0%,-0.425,-0.131,1.090,-0.525,-1.681,0.509,,-2.495
S14000070,Coatbridge and Bellshill,S,SNP,13.3%,15.7%,22.9%,27.7%,20.5%,4.0%,96.0%,57.0%,1.0%,0.0%,0.0%,-0.968,1.236,-1.527,-0.660,-1.013,0.628,,-1.681
S14000071,Cowdenbeath and Kirkcaldy,S,SNP,10.8%,13.3%,22.9%,26.5%,26.5%,8.0%,92.0%,29.0%,1.0%,0.0%,0.0%,-0.256,1.059,-1.106,-0.587,-0.810,0.594,,-1.790
S14000072,Cumbernauld and Kirkintilloch,S,SNP,12.2%,14.6%,23.2%,26.8%,23.2%,4.0%,96.0%,47.0%,1.0%,0.0%,0.0%,-0.637,1.060,-1.076,-0.642,-1.155,0.869,,
S14000073,Dumfries and Galloway,S,Con,9.4%,11.8%,18.8%,28.2%,31.8%,4.0%,96.0%,39.0%,1.0%,0.0%,0.0%,0.673,0.536,-0.610,-0.608,-1.823,0.681,,-2.997
S14000074,"Dumfriesshire, Clydesdale and Tweeddale",S,Con,9.5%,10.7%,19.0%,29.8%,31.0%,4.0%,96.0%,39.0%,0.0%,0.0%,0.0%,0.802,0.514,-0.837,-0.639,-1.770,0.640,,-2.960
S14000075,Dundee Central,S,SNP,20.9%,18.6%,19.8%,20.9%,19.8%,15.0%,85.0%,32.0%,5.0%,1.0%,1.0%,-0.952,0.981,-0.741,-0.566,,1.012,,-2.128
S14000076,Dunfermline and Dollar,S,SNP,11.0%,14.6%,24.4%,26.8%,23.2%,8.0%,92.0%,31.0%,1.0%,0.0%,0.0%,-0.242,1.031,-0.837,-0.743,-1.064,0.704,,-2.176
S14000077,East Kilbride and Strathaven,S,SNP,10.8%,14.5%,21.7%,28.9%,24.1%,4.0%,96.0%,43.0%,1.0%,0.0%,0.0%,-0.327,1.090,-0.947,-0.551,-1.321,0.674,,-2.306
S14000078,Edinburgh East and Musselburgh,S,SNP,22.7%,20.5%,21.6%,19.3%,15.9%,26.0%,75.0%,29.0%,4.0%,1.0%,2.0%,-0.765,1.129,-1.029,-1.059,-0.855,0.783,,-2.362
S14000079,Edinburgh North and Leith,S,SNP,13.8%,26.4%,25.3%,19.5%,14.9%,27.0%,74.0%,28.0%,3.0%,1.0%,1.0%,-0.415,1.015,-0.440,-1.206,-0.798,0.717,,-2.229
S14000080,Edinburgh South,S,Lab,20.9%,16.3%,20.9%,20.9%,20.9%,23.0%,78.0%,30.0%,4.0%,1.0%,1.0%,-0.558,1.414,-0.721,-1.245,-0.897,-0.014,,-2.073
S14000081,Edinburgh South West,S,SNP,19.8%,19.8%,23.3%,19.8%,17.4%,24.0%,77.0%,30.0%,4.0%,3.0%,1.0%,-0.200,0.979,-0.810,-0.907,-1.003,0.776,,-2.188
S14000082,Edinburgh West,S,LD,9.8%,13.4%,25.6%,25.6%,25.6%,15.0%,86.0%,35.0%,3.0%,2.0%,0.0%,-0.415,0.234,1.072,-0.953,-1.151,0.299,,-2.180
S14000083,Falkirk,S,SNP,12.0%,15.7%,22.9%,26.5%,22.9%,6.0%,94.0%,38.0%,2.0%,0.0%,0.0%,-0.167,0.932,-1.030,-0.648,-0.777,0.770,,-2.303
S14000084,Glasgow East,S,SNP,14.5%,22.9%,22.9%,22.9%,16.9%,21.0%,80.0%,43.0%,9.0%,2.0%,0.0%,-1.015,1.246,-1.715,-0.756,-0.648,0.622,,-2.182
S14000085,Glasgow North,S,SNP,28.7%,21.8%,19.5%,17.2%,12.6%,27.0%,74.0%,33.0%,7.0%,2.0%,2.0%,-1.308,1.276,-1.283,-0.853,-0.764,0.606,,-1.952
S14000086,Glasgow North East,S,SNP,16.5%,21.2%,22.4%,23.5%,16.5%,18.0%,82.0%,46.0%,5.0%,1.0%,0.0%,-1.276,1.305,-1.939,-0.795,-0.852,0.618,,-2.032
S14000087,Glasgow South,S,SNP,10.6%,23.5%,24.7%,22.4%,18.8%,14.0%,87.0%,38.0%,8.0%,1.0%,1.0%,-0.768,1.150,-1.253,-1.105,-0.588,0.716,,-1.885
S14000088,Glasgow South West,S,SNP,14.5%,20.5%,24.1%,24.1%,16.9%,14.0%,87.0%,38.0%,8.0%,1.0%,1.0%,-0.858,1.185,-1.471,-0.872,-0.986,0.758,,-1.845
S14000089,Glasgow West,S,SNP,16.5%,21.2%,22.4%,22.4%,17.6%,18.0%,83.0%,36.0%,5.0%,1.0%,0.0%,-0.767,1.196,-1.349,-1.093,-0.916,0.729,,-1.951
S14000090,Glenrothes and Mid Fife,S,SNP,12.0%,14.5%,21.7%,26.5%,25.3%,5.0%,95.0%,29.0%,1.0%,0.0%,0.0%,-0.600,1.154,-1.428,-0.341,,0.836,,
S14000091,Gordon and Buchan,S,Con,9.9%,12.3%,24.7%,27.2%,25.9%,6.0%,94.0%,33.0%,0.0%,0.0%,0.0%,0.711,0.397,-0.327,-0.626,,0.788,,
S14000092,Hamilton and Clyde Valley,S,SNP,12.0%,14.5%,22.9%,26.5%,24.1%,5.0%,95.0%,48.0%,1.0%,0.0%,0.0%,-0.123,1.252,-1.163,-0.715,,0.541,,-2.462
S14000093,Inverclyde and Renfrewshire West,S,SNP,10.8%,13.3%,20.5%,28.9%,26.5%,4.0%,96.0%,59.0%,1.0%,0.0%,0.0%,-0.487,1.132,-0.974,-0.797,-1.510,0.715,,-1.702
S14000094,"Inverness, Skye and West Ross-shire",S,SNP,10.7%,14.3%,22.6%,27.4%,25.0%,9.0%,91.0%,38.0%,1.0%,0.0%,1.0%,-0.046,0.495,0.356,-0.905,-1.572,0.818,,-2.267
S14000095,Livingston,S,SNP,12.3%,14.8%,24.7%,27.2%,21.0%,10.0%,90.0%,37.0%,2.0%,1.0%,0.0%,-0.379,1.106,-1.156,-0.560,-0.977,0.647,,-2.194
S14000096,Lothian East,S,SNP,9.9%,13.6%,23.5%,27.2%,25.9%,7.0%,93.0%,35.0%,1.0%,0.0%,0.0%,-0.009,1.207,-1.032,-0.935,-1.374,0.402,,-2.208
S14000097,Mid Dunbartonshire,S,SNP,9.6%,10.8%,22.9%,26.5%,30.1%,7.0%,93.0%,46.0%,1.0%,1.0%,1.0%,-0.419,0.290,1.080,-1.325,-1.449,0.404,,-2.280
S14000098,"Moray West, Nairn and Strathspey",S,SNP,10.7%,13.1%,21.4%,27.4%,27.4%,7.0%,93.0%,34.0%,0.0%,0.0%,1.0%,0.477,0.276,-0.824,-0.279,-1.443,0.922,,-2.592
S14000099,"Motherwell, Wishaw and Carluke",S,SNP,12.2%,14.6%,23.2%,26.8%,23.2%,6.0%,94.0%,51.0%,2.0%,0.0%,0.0%,-0.506,1.126,-1.415,-0.672,-1.418,0.741,,-1.828
S14000100,North East Fife,S,SNP,18.6%,10.5%,17.4%,25.6%,27.9%,11.0%,89.0%,37.0%,1.0%,0.0%,0.0%,-0.730,-0.184,1.175,-0.457,-1.665,0.496,,
S14000101,Paisley and Renfrewshire North,S,SNP,10.8%,16.9%,24.1%,25.3%,22.9%,8.0%,92.0%,43.0%,2.0%,1.0%,1.0%,-0.571,1.172,-1.506,-0.674,-0.923,0.701,,
S14000102,Paisley and Renfrewshire South,S,SNP,11.9%,16.7%,21.4%,27.4%,22.6%,7.0%,93.0%,45.0%,1.0%,0.0%,0.0%,-0.409,1.054,-0.651,-0.778,-1.310,0.715,,-1.791
S14000103,Perth and Kinross-shire,S,SNP,10.8%,13.3%,21.7%,26.5%,27.7%,10.0%,90.0%,38.0%,1.0%,0.0%,0.0%,0.564,0.429,-0.391,-0.686,,0.887,,-2.669
S14000104,Rutherglen,S,SNP,11.0%,14.6%,24.4%,25.6%,24.4%,6.0%,94.0%,48.0%,3.0%,0.0%,0.0%,-0.685,1.374,-1.275,-0.914,,0.467,,-1.425
S14000105,Stirling and Strathallan,S,SNP,15.5%,13.1%,20.2%,26.2%,25.0%,9.0%,92.0%,39.0%,1.0%,0.0%,0.0%,0.321,0.646,-0.167,-0.825,-1.528,0.776,,
S14000106,West Dunbartonshire,S,SNP,11.0%,14.6%,22.0%,28.0%,24.4%,5.0%,95.0%,51.0%,1.0%,0.0%,0.0%,-0.797,1.091,-0.932,-0.616,-1.252,0.717,,-1.237
W07000081,Aberafan Maesteg,W,Lab,11.8%,15.2%,22.1%,25.6%,25.3%,3.4%,96.9%,40.1%,0.8%,0.3%,0.8%,-0.222,1.298,-1.806,0.198,-1.113,,-0.389,-1.811
W07000082,Alyn and Deeside,W,Lab,11.0%,15.9%,23.3%,25.6%,24.2%,7.8%,97.3%,51.0%,0.6%,0.3%,0.6%,0.255,1.244,-1.220,0.133,-0.925,,-1.307,-2.135
W07000083,Bangor Aberconwy,W,Con,15.2%,12.8%,18.7%,25.4%,28.0%,7.2%,95.2%,48.2%,1.3%,0.3%,1.1%,0.398,1.017,-0.957,0.064,-1.490,,-0.002,-2.789
W07000084,Blaenau Gwent and Rhymney,W,Lab,11.6%,16.3%,21.5%,26.3%,24.3%,2.9%,97.9%,35.5%,0.4%,0.1%,0.9%,0.118,1.501,-1.729,,-1.124,,-0.265,-1.595
W07000085,"Brecon, Radnor and Cwm Tawe",W,Con,9.5%,12.2%,19.0%,26.8%,32.5%,4.4%,97.4%,47.1%,0.3%,0.3%,1.4%,0.607,0.482,0.685,-0.176,-1.571,,-0.642,-2.797
W07000086,Bridgend,W,Con,10.6%,15.7%,22.6%,25.5%,25.6%,5.3%,96.1%,42.6%,0.7%,0.2%,0.9%,0.446,1.210,-1.150,-0.033,-1.292,,-0.961,-1.773
W07000087,Caerfyrddin,W,Con,10.3%,12.2%,19.7%,26.8%,31.0%,4.8%,97.2%,49.6%,0.6%,0.3%,1.2%,0.309,0.694,-1.274,-0.111,-1.584,,0.607,-0.978
W07000088,Caerphilly,W,Lab,11.6%,15.5%,23.5%,25.0%,24.4%,3.2%,97.5%,37.0%,0.3%,0.2%,0.7%,-0.013,1.205,-2.115,0.242,-1.123,,-0.001,
W07000089,Cardiff East,W,Lab,20.3%,19.4%,23.0%,19.7%,17.7%,18.4%,77.4%,38.4%,9.8%,1.4%,1.8%,-0.009,1.306,-0.366,-0.491,-0.895,,-0.891,-1.581
W07000090,Cardiff North,W,Lab,15.0%,15.2%,23.4%,23.5%,22.9%,10.1%,87.7%,44.7%,4.1%,1.1%,1.3%,0.385,1.201,-0.687,-0.429,-0.496,,-0.898,
W07000091,Cardiff South and Penarth,W,Lab,27.2%,20.0%,20.3%,16.8%,15.7%,20.5%,75.5%,34.1%,12.1%,2.0%,1.8%,0.155,1.364,-0.804,-0.636,-1.069,,-0.508,
W07000092,Cardiff West,W,Lab,12.7%,17.7%,25.3%,23.8%,20.5%,11.7%,83.9%,40.5%,6.7%,1.0%,1.4%,0.187,1.213,-0.887,-0.259,-0.556,,-0.580,-2.152
W07000093,Ceredigion Preseli,W,PC,15.3%,11.4%,16.7%,25.5%,31.1%,6.4%,96.7%,47.1%,0.6%,0.2%,1.6%,-0.132,0.272,-0.445,-0.289,-0.961,,1.083,-3.609
W07000094,Clwyd East,W,Con,10.4%,12.0%,19.5%,27.5%,30.6%,4.0%,97.9%,51.7%,0.4%,0.2%,0.7%,0.546,1.185,-1.370,-0.006,-1.561,,-0.840,-2.954
W07000095,Clwyd North,W,Con,10.8%,13.3%,19.7%,25.5%,30.7%,5.2%,95.9%,48.6%,1.0%,0.3%,1.1%,0.541,1.091,-1.568,0.142,-1.748,,-0.187,
W07000096,Dwyfor Meirionnydd,W,PC,10.1%,12.8%,19.3%,26.9%,30.9%,3.4%,98.2%,48.3%,0.3%,0.1%,0.9%,-0.349,0.202,-1.936,0.230,-1.167,,1.146,-2.664
W07000097,Gower,W,Lab,11.2%,12.4%,21.3%,25.6%,29.6%,5.2%,95.7%,46.5%,1.2%,0.3%,0.8%,0.329,1.201,-1.131,-0.019,-0.993,,-0.755,-2.114
W07000098,Llanelli,W,Lab,11.1%,14.4%,21.2%,25.9%,27.4%,5.3%,97.3%,45.6%,0.5%,0.2%,0.9%,-0.088,1.072,-2.138,0.434,-1.658,,0.143,-2.582
W07000099,Merthyr Tydfil and Aberdare,W,Lab,11.9%,16.3%,22.3%,25.2%,24.3%,4.5%,97.4%,41.5%,0.5%,0.2%,0.7%,-0.238,1.316,-1.721,0.242,-1.296,,-0.432,-1.921
W07000100,Mid and South Pembrokeshire,W,Con,10.5%,13.0%,19.3%,26.4%,30.8%,4.9%,97.4%,48.9%,0.5%,0.1%,1.0%,0.636,1.100,-1.250,-0.020,-1.628,,-0.738,-2.564
W07000101,Monmouthshire,W,Con,9.5%,11.8%,20.1%,27.8%,30.8%,5.5%,96.9%,48.7%,0.5%,0.2%,1.2%,0.711,1.054,-0.755,-0.238,-0.958,,-0.961,-2.444
W07000102,Montgomeryshire and Glyndwr,W,Con,10.7%,13.0%,19.9%,27.1%,29.2%,4.6%,98.0%,47.9%,0.4%,0.1%,0.9%,0.673,0.894,-0.521,0.157,-1.117,,-0.694,
W07000103,Neath and Swansea East,W,Lab,14.2%,15.2%,22.0%,24.2%,24.5%,5.2%,95.6%,41.8%,1.0%,0.3%,0.8%,0.090,1.231,-1.178,0.154,-1.173,,-0.319,
W07000104,Newport East,W,Lab,12.8%,19.7%,23.6%,23.7%,20.3%,13.8%,83.9%,41.2%,8.7%,0.4%,1.0%,0.215,1.299,-1.401,0.010,-0.971,,-1.233,-1.966
W07000105,Newport West and Islwyn,W,Lab,11.0%,15.5%,23.9%,25.2%,24.4%,5.7%,93.6%,41.5%,1.8%,0.4%,1.1%,0.272,1.238,-1.464,0.152,-1.035,,-1.039,-1.928
W07000106,Pontypridd,W,Lab,13.6%,16.5%,23.1%,24.1%,22.7%,4.9%,95.7%,36.8%,0.8%,0.3%,0.9%,0.083,1.235,-1.502,0.088,-1.151,,-0.289,-2.187
W07000107,Rhondda and Ogmore,W,Lab,12.8%,16.0%,21.6%,25.4%,24.3%,2.6%,97.6%,31.4%,0.4%,0.1%,0.8%,-0.427,1.323,-1.669,0.265,-1.255,,-0.182,
W07000108,Swansea West,W,Lab,20.5%,16.1%,20.9%,21.4%,21.1%,13.9%,86.6%,37.1%,5.6%,0.6%,1.4%,0.070,1.290,-1.102,-0.044,-1.118,,-0.514,-2.265
W07000109,Torfaen,W,Lab,11.3%,16.1%,21.6%,25.4%,25.6%,3.6%,97.1%,41.5%,0.4%,0.3%,0.9%,0.087,1.251,-1.406,0.233,-1.058,,-0.876,-1.947
W07000110,Vale of Glamorgan,W,Con,11.2%,14.9%,22.5%,25.6%,25.9%,5.1%,95.2%,43.3%,0.8%,0.2%,1.0%,0.581,1.222,-1.427,-0.385,-1.123,,-0.861,-2.161
W07000111,Wrexham,W,Con,11.4%,15.3%,23.5%,25.1%,24.8%,9.1%,95.4%,50.8%,1.3%,0.3%,0.8%,0.497,1.098,-1.570,0.167,-0.994,,-0.636,-2.241
W07000112,Ynys Mon,W,Con,10.1%,12.3%,19.2%,26.6%,31.8%,3.3%,98.1%,51.5%,0.5%,0.1%,0.6%,0.363,0.746,-2.236,-0.047,-1.708,,0.721,-2.202
